기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20260413035500,81929.9,49320.2,68400.0,32609.7,66.1183,10861.2,20.7519
20260413040000,81931.2,49352.2,68400.0,32579.0,66.0132,10873.2,20.7683
20260413040500,81904.3,49440.6,68400.0,32463.7,65.6621,10808.1,20.6074
20260413041000,81884.2,49688.5,68400.0,32195.7,64.7952,10525.6,19.9763
20260413041500,81869.6,50171.3,68400.0,31698.3,63.1802,10080.3,18.9935
20260413042000,81857.4,49888.8,68400.0,31968.7,64.0798,10438.0,19.8587
20260413042500,81804.6,50052.5,68400.0,31752.2,63.4377,10371.7,19.6725
20260413043000,81816.8,49945.7,68400.0,31871.0,63.8114,10597.1,20.141
20260413043500,81809.8,50015.9,68400.0,31793.8,63.5674,10759.0,20.4209
20260413044000,81808.3,50298.9,68400.0,31509.4,62.6444,10718.3,20.2352
20260413044500,81795.5,50210.1,68400.0,31585.4,62.9065,10851.6,20.5211
20260413045000,81793.2,50301.1,68400.0,31492.1,62.6072,10761.8,20.317
20260413045500,81795.9,50468.2,68400.0,31327.8,62.0744,10606.2,20.0858
20260413050000,81801.8,50813.6,68400.0,30988.2,60.9841,10423.3,19.6115
20260413050500,82345.4,51482.8,68400.0,30862.6,59.9475,10326.8,19.188
20260413051000,82351.0,51372.7,68400.0,30978.2,60.3009,10849.9,20.268
20260413051500,82334.7,51463.1,68400.0,30871.6,59.9877,11223.7,20.9399
20260413052000,82332.2,51807.1,68400.0,30525.2,58.9208,10989.3,20.5153
20260413052500,82325.7,52054.7,68400.0,30271.0,58.1523,10914.6,20.3787
20260413053000,82324.0,52031.9,68400.0,30292.1,58.2182,11524.1,21.5269
20260413053500,82300.3,52460.2,68400.0,29840.0,56.8812,11640.2,21.571
20260413054000,82312.3,52244.0,68400.0,30068.2,57.5534,11897.2,22.1353
20260413054500,82325.5,52748.2,68400.0,29577.3,56.0727,11537.5,21.3589
20260413055000,82332.6,52934.0,68400.0,29398.7,55.5383,12015.1,22.1765
20260413055500,82320.0,53255.0,68400.0,29065.0,54.5769,12644.1,23.1974
20260413060000,82302.2,53879.8,68400.0,28422.5,52.7517,12557.3,22.8055
20260413060500,82237.0,54356.3,68400.0,27880.7,51.2924,12203.5,21.9733
20260413061000,82255.5,54681.8,68400.0,27573.8,50.4258,12331.2,22.0724
20260413061500,82245.3,55003.4,68400.0,27241.9,49.5277,12184.8,21.6838
20260413062000,82246.2,55231.1,68400.0,27015.0,48.9127,11918.7,21.124
20260413062500,82246.5,54950.5,68400.0,27296.0,49.6738,12232.4,21.7945
20260413063000,82259.8,55448.3,68400.0,26811.5,48.3539,11912.2,21.0374
20260413063500,82304.5,55727.1,68400.0,26577.4,47.6922,12070.2,21.2079
20260413064000,82338.2,56052.5,68400.0,26285.7,46.8949,12575.0,21.9755
20260413064500,82440.7,56239.9,68400.0,26200.8,46.5876,12386.0,21.5736
20260413065000,82468.6,56348.7,68400.0,26119.9,46.354,12392.0,21.5426
20260413065500,82619.2,56896.5,68400.0,25722.7,45.2096,12286.6,21.1524
20260413070000,82658.2,57144.2,68400.0,25514.0,44.6485,12288.1,21.0605
20260413070500,82444.8,57906.9,68400.0,24537.9,42.3748,11777.7,19.928
20260413071000,82503.7,58082.8,68400.0,24420.8,42.0448,11665.5,19.6783
20260413071500,82699.7,58203.2,68400.0,24496.5,42.088,11855.2,19.9562
20260413072000,82746.8,58146.4,68400.0,24600.4,42.3077,12191.2,20.5417
20260413072500,82950.5,58360.5,68400.0,24590.0,42.1346,12256.6,20.5758
20260413073000,83009.3,58370.2,68400.0,24639.1,42.2117,12840.7,21.5579
20260413073500,83244.4,58427.4,68400.0,24817.0,42.4749,13157.1,22.0706
20260413074000,83287.0,58429.3,68400.0,24857.6,42.5431,13189.6,22.1264
20260413074500,83568.3,58225.0,68400.0,25343.3,43.5264,13601.1,22.8808
20260413075000,83587.5,58269.5,68400.0,25318.0,43.4498,13326.4,22.4143
20260413075500,83877.1,58455.5,68400.0,25421.6,43.4888,13432.6,22.5191
20260413080000,83186.2,58246.1,68400.0,24940.1,42.8185,12850.5,21.6016
20260413080500,82992.8,58578.5,68400.0,24414.3,41.6779,12672.9,21.1753
20260413081000,83064.4,58522.4,68400.0,24542.0,41.9361,12503.8,20.9088
20260413081500,83416.2,58542.1,68400.0,24874.2,42.4893,12567.7,20.9846
20260413082000,83512.4,58477.2,68400.0,25035.2,42.8119,12573.3,21.0083
20260413082500,83782.9,58834.4,68400.0,24948.6,42.4047,12302.8,20.4417
20260413083000,83770.5,58759.2,68400.0,25011.4,42.5659,12445.0,20.7369
20260413083500,84144.5,58936.6,68400.0,25207.9,42.7712,12638.9,20.9673
20260413084000,84198.3,58610.0,68400.0,25588.3,43.6586,12798.1,21.3629
20260413084500,84534.5,58937.2,68400.0,25597.3,43.4314,11925.2,19.7869
20260413085000,84506.4,58365.7,68400.0,26140.6,44.7876,12579.1,21.0998
20260413085500,84743.1,58276.9,68400.0,26466.1,45.4144,11861.6,19.9371
20260413090000,84995.5,58091.6,68400.0,26903.9,46.313,12039.0,20.1201
20260413090500,84919.3,57974.0,68400.0,26945.3,46.4783,12164.9,20.3917
20260413091000,84386.7,57612.8,68200.0,26773.8,46.472,11851.7,19.9528
20260413091500,84622.3,57200.9,68200.0,27421.4,47.9387,12051.8,20.4259
20260413092000,84815.3,57167.9,68200.0,27647.4,48.3618,12330.8,20.9149
20260413092500,85112.7,57166.6,68200.0,27946.1,48.8853,12768.8,21.688
20260413093000,85224.1,56620.2,68200.0,28603.9,50.5188,13053.0,22.3183
20260413093500,85369.6,56862.4,68200.0,28507.2,50.1337,12782.5,21.4798
20260413094000,85498.9,56549.5,68200.0,28949.4,51.193,13047.4,21.9925
20260413094500,85668.9,56337.8,68200.0,29331.1,52.063,13164.2,22.0005
20260413095000,85647.5,55609.8,68200.0,30037.7,54.0152,12541.8,21.2314
20260413095500,85786.5,55617.3,68200.0,30169.3,54.2444,12325.9,20.8723
20260413100000,85757.7,55082.0,68200.0,30675.8,55.6911,12260.9,20.9767
20260413100500,85608.3,55208.2,68200.0,30400.1,55.0645,11739.3,20.0178
20260413101000,85678.9,55092.2,68200.0,30586.6,55.5189,11740.0,20.0415
20260413101500,85490.3,54831.2,68200.0,30659.0,55.9153,11135.2,19.1112
20260413102000,85583.5,54496.9,68200.0,31086.7,57.043,11280.1,19.4325
20260413102500,85505.2,54636.0,68200.0,30869.2,56.4998,10854.8,18.6653
20260413103000,85478.6,54534.8,68200.0,30943.8,56.7415,10832.5,18.8122
20260413103500,85576.2,54312.9,68200.0,31263.3,57.5616,10727.3,18.6933
20260413104000,85533.3,54047.1,68200.0,31486.2,58.2569,10681.1,18.7135
20260413104500,85682.9,53854.6,68200.0,31828.3,59.1003,10902.1,19.1529
20260413105000,85651.7,53773.2,68200.0,31878.5,59.2832,10748.9,18.929
20260413105500,85740.2,53586.9,68200.0,32153.4,60.0023,10910.0,19.2805
20260413110000,85724.1,53107.4,68200.0,32616.7,61.4166,11120.5,19.8351
20260413110500,85509.6,52654.0,68200.0,32855.5,62.3989,11406.4,20.4934
20260413111000,85470.1,52530.0,68200.0,32940.2,62.7074,11434.1,20.5961
20260413111500,85554.7,52721.5,68200.0,32833.1,62.2765,10993.4,19.646
20260413112000,85526.9,52211.2,68200.0,33315.8,63.8096,11274.7,20.324
20260413112500,85507.5,52136.8,68200.0,33370.7,64.0061,11001.9,19.809
20260413113000,85606.1,51786.5,68200.0,33819.6,65.3058,11464.4,20.7186
20260413113500,85599.5,51616.3,68200.0,33983.2,65.8381,11421.7,20.7486
20260413114000,85603.5,51151.8,68200.0,34451.7,67.3519,11780.4,21.5677
20260413114500,85649.4,51089.1,68200.0,34560.3,67.6471,11661.8,21.3833
20260413115000,85657.4,50429.4,68200.0,35228.1,69.8562,12450.1,23.1048
20260413115500,85700.1,50265.6,68200.0,35434.5,70.4944,12198.6,22.6948
20260413120000,85727.8,49536.6,68200.0,36191.2,73.0596,12786.3,23.9846
20260413120500,85462.6,49254.6,68200.0,36208.1,73.512,12623.4,23.7098
20260413121000,85612.5,49375.5,68200.0,36237.1,73.3909,12395.8,23.0334
20260413121500,85603.5,48967.1,68200.0,36636.4,74.8183,12729.3,23.8443
20260413122000,85575.9,49018.0,68200.0,36557.9,74.5805,12697.8,23.6152
20260413122500,86004.6,48581.2,68200.0,37423.4,77.0327,13199.4,24.7329
20260413123000,86030.4,48583.0,68200.0,37447.4,77.0791,13157.1,24.6507
20260413123500,86050.9,48407.1,68200.0,37643.9,77.7652,13116.4,24.629
20260413124000,86010.8,48573.6,68200.0,37437.1,77.0729,12946.8,24.1691
20260413124500,86070.0,48722.8,68200.0,37347.3,76.6525,12853.4,23.9221
20260413125000,86044.8,49083.9,68200.0,36960.9,75.3014,12219.2,22.63
20260413125500,86083.1,49555.5,68200.0,36527.6,73.7105,12063.5,22.128
20260413130000,86015.7,49836.6,68200.0,36179.1,72.5955,11679.4,21.3406
20260413130500,85835.5,50873.5,68200.0,34962.0,68.7235,10708.1,19.4114
20260413131000,85934.5,51025.5,68200.0,34909.1,68.415,10726.7,19.4714
20260413131500,85912.7,51337.9,68200.0,34574.8,67.3474,10299.0,18.8577
20260413132000,85935.6,51606.1,68200.0,34329.6,66.5223,10645.0,19.3996
20260413132500,85947.1,51677.2,68200.0,34269.9,66.3152,10965.6,19.953
20260413133000,86017.4,52005.6,68200.0,34011.7,65.4001,10899.2,19.6838
20260413133500,85925.6,52513.3,68200.0,33412.3,63.6264,10977.7,19.6505
20260413134000,85895.5,52670.6,68200.0,33224.9,63.0805,10764.2,19.2344
20260413134500,85851.8,52890.6,68200.0,32961.2,62.3196,11069.4,19.6933
20260413135000,85793.4,53186.4,68200.0,32607.0,61.307,10659.3,18.8704
20260413135500,85749.4,53440.6,68200.0,32308.7,60.4572,10364.7,18.3649
20260413140000,85692.0,53741.9,68200.0,31950.0,59.4509,10668.4,18.9169
20260413140500,85623.3,53799.2,68200.0,31824.1,59.1536,10789.9,19.096
20260413141000,85582.4,53846.9,68200.0,31735.6,58.9367,11381.1,20.1198
20260413141500,85503.6,53825.0,68200.0,31678.6,58.8548,11641.6,20.6105
20260413142000,85453.9,54418.4,68200.0,31035.5,57.0312,11183.9,19.5956
20260413142500,85361.8,54542.6,68200.0,30819.2,56.5049,10851.0,19.0096
20260413143000,85352.4,54686.2,68200.0,30666.3,56.0769,10939.5,19.1589
20260413143500,85243.9,54849.2,68200.0,30394.7,55.415,11120.1,19.405
20260413144000,85202.8,55185.7,68200.0,30017.0,54.3928,10885.2,18.882
20260413144500,85032.9,55589.7,68200.0,29443.2,52.9652,10771.4,18.558
20260413145000,84933.8,55650.3,68200.0,29283.5,52.6206,11182.3,19.2573
20260413145500,84934.8,55812.0,68200.0,29122.8,52.1801,11106.2,19.0484
20260413150000,84821.4,55698.7,68200.0,29122.6,52.286,11256.0,19.3489
20260413150500,84658.5,55745.5,68200.0,28913.1,51.8662,11674.4,20.0487
20260413151000,85100.2,56141.5,68200.0,28958.8,51.5818,11770.8,20.071
20260413151500,84847.2,56483.1,68200.0,28364.1,50.217,11691.1,19.8415
20260413152000,84780.6,57274.1,68200.0,27506.5,48.0261,11155.2,18.6729
20260413152500,84491.6,57839.9,68200.0,26651.7,46.0784,10520.3,17.5727
20260413153000,84479.0,58121.1,68200.0,26357.9,45.3499,10388.1,17.3158
20260413153500,84132.2,58306.1,68200.0,25826.1,44.294,10405.5,17.3141
20260413154000,84132.3,58913.0,68200.0,25219.3,42.8077,10137.4,16.7303
20260413154500,83709.9,59402.4,68200.0,24307.6,40.9202,9777.33,16.0217
20260413155000,83630.5,59972.1,68200.0,23658.4,39.449,9366.07,15.2045
20260413155500,83321.7,59993.0,68200.0,23328.7,38.8857,9012.6,14.6395
20260413160000,83258.2,60093.8,68200.0,23164.4,38.547,9535.04,15.4603
20260413160500,83006.5,60247.2,68200.0,22759.3,37.7766,9796.54,15.9568
20260413161000,83057.3,61069.5,68200.0,21987.8,36.0045,9428.21,15.155
20260413161500,82887.9,61493.8,68200.0,21394.1,34.7907,9852.89,15.7309
20260413162000,82765.6,61752.4,68200.0,21013.2,34.0281,9522.46,15.1347
20260413162500,82587.8,61860.6,68200.0,20727.1,33.5062,9572.7,15.1792
20260413163000,82614.9,62308.8,68200.0,20306.1,32.5895,9361.03,14.7255
20260413163500,82437.3,62695.1,68200.0,19742.2,31.4892,9132.66,14.29
20260413164000,82399.5,63148.5,68200.0,19251.0,30.4853,9365.92,14.5586
20260413164500,82222.9,63535.0,68200.0,18687.9,29.4135,9061.84,14.0
20260413165000,82194.7,63813.1,68200.0,18381.6,28.8054,9026.61,13.8815
20260413165500,81868.6,63866.5,68200.0,18002.1,28.1871,8954.86,13.7617
20260413170000,83858.0,63969.9,68200.0,19888.1,31.0898,10090.3,15.4858
20260413170500,83792.6,63342.1,68200.0,20450.5,32.2858,10785.0,16.7015
20260413171000,83786.2,63882.3,68200.0,19903.9,31.1571,10259.3,15.7438
20260413171500,83864.6,64088.7,68200.0,19775.9,30.857,10326.6,15.8038
20260413172000,83811.2,64365.4,68200.0,19445.8,30.2116,10133.9,15.4369
20260413172500,83524.6,64813.2,68200.0,18711.4,28.8697,9574.73,14.5148
20260413173000,83503.4,65126.5,68200.0,18376.9,28.2173,9820.85,14.8175
20260413173500,83404.6,65565.8,68200.0,17838.9,27.2076,10283.0,15.4132
20260413174000,83369.5,65800.3,68200.0,17569.1,26.7007,10546.2,15.7391
20260413174500,83193.1,66054.3,68200.0,17138.8,25.9466,10496.1,15.6185
20260413175000,83141.4,65915.8,68200.0,17225.6,26.1327,11365.5,16.931
20260413175500,82918.2,66262.0,68200.0,16656.1,25.1367,11399.8,16.9122
20260413180000,82892.1,66559.1,68200.0,16333.0,24.5391,11520.7,17.0167
20260413180500,83165.1,66225.7,68200.0,16939.5,25.5784,12314.0,18.2662
20260413181000,83169.3,66684.5,68200.0,16484.8,24.7206,12219.7,17.9784
20260413181500,83049.6,67221.8,68200.0,15827.7,23.5455,11914.2,17.4047
20260413182000,83089.2,67409.2,68200.0,15680.0,23.2609,11776.5,17.1433
20260413182500,83001.1,67238.8,68200.0,15762.3,23.4423,11996.7,17.5039
20260413183000,82869.3,67487.8,68200.0,15381.5,22.7916,11662.9,16.9805
20260413183500,83086.9,67604.6,68200.0,15482.4,22.9013,11709.2,17.0081
20260413184000,83002.5,68021.6,68200.0,14980.9,22.0237,11165.4,16.1326
20260413184500,82924.2,68135.1,68200.0,14789.0,21.7055,11061.0,15.9545
20260413185500,82877.3,68120.0,68200.0,14757.3,21.6636,10952.5,15.7943
20260413190000,82861.5,68112.9,68200.0,14748.6,21.6531,11001.1,15.8663
20260413190500,82993.3,68409.8,68200.0,14583.6,21.318,10911.4,15.6769
20260413191000,82997.5,68537.4,68200.0,14460.1,21.0982,10868.5,15.5855
20260413191500,83049.9,68659.9,68200.0,14390.0,20.9583,10819.3,15.4778
20260413192000,82944.8,68694.4,68200.0,14250.4,20.7446,10698.0,15.3159
20260413192500,82991.7,68464.2,68200.0,14527.5,21.2191,10733.3,15.4021
20260413193000,83033.9,68641.6,68200.0,14392.2,20.9672,10571.6,15.1347
20260413193500,82973.5,68272.1,68200.0,14701.4,21.5336,11192.5,16.1211
20260413194000,82970.2,68164.9,68200.0,14805.3,21.7198,11292.1,16.2916
20260413194500,82955.9,68259.1,68200.0,14696.9,21.531,11101.3,15.994
20260413195000,82938.0,68157.7,68200.0,14780.3,21.6854,11030.6,15.9153
20260413195500,82904.3,67826.2,68200.0,15078.0,22.2304,11332.4,16.4271
20260413200000,82899.7,67712.6,68200.0,15187.2,22.4289,11472.3,16.6566
20260413200500,82847.6,67613.0,68200.0,15234.6,22.5321,11111.9,16.1556
20260413201000,82810.1,67428.6,68200.0,15381.5,22.8116,11208.9,16.3406
20260413201500,82760.1,67026.6,68200.0,15733.5,23.4735,11200.7,16.4234
20260413202000,82756.1,66850.9,68200.0,15905.2,23.7921,11169.2,16.4193
20260413202500,82726.6,66607.8,68200.0,16118.9,24.1997,10873.1,16.0414
20260413203500,82622.3,66452.8,68200.0,16169.5,24.3324,10226.1,15.1228
20260413204000,82614.1,66408.4,68200.0,16205.7,24.4031,9891.75,14.6391
20260413204500,82588.0,66200.3,68200.0,16387.6,24.7546,9760.02,14.489
20260413205000,82582.4,66044.2,68200.0,16538.1,25.041,9699.0,14.4319
20260413205500,82418.3,65871.0,68200.0,16547.3,25.1208,9689.29,14.4487
20260413210000,82414.5,65600.2,68200.0,16814.3,25.6314,9523.72,14.2598
20260413210500,82545.3,65394.1,68200.0,17151.1,26.2273,9981.78,14.9879
20260413211000,82502.2,65281.7,68200.0,17220.5,26.3788,10155.9,15.283
20260413211500,82444.7,64871.6,68200.0,17573.1,27.089,10464.5,15.8466
20260413212000,82443.3,64727.6,68200.0,17715.7,27.3697,10692.1,16.2265
20260413212500,82326.3,64855.4,68200.0,17470.9,26.9383,10250.1,15.5244
20260413213000,82322.1,64431.4,68200.0,17890.8,27.7672,10597.5,16.1546
20260413213500,82262.2,64300.2,68200.0,17962.0,27.9346,10581.0,16.1588
20260413214000,82249.0,64301.2,68200.0,17947.8,27.9121,10423.4,15.9199
20260413214500,82201.9,64074.5,68200.0,18127.4,28.2911,10604.0,16.2531
20260413215000,82195.1,64018.1,68200.0,18177.0,28.3935,10289.0,15.7845
20260413215500,82165.8,63747.6,68200.0,18418.1,28.8922,10817.4,16.6593
20260413220000,82166.1,63466.6,68200.0,18699.5,29.4635,11043.1,17.0807
20260413220500,82264.9,64196.9,68200.0,18068.0,28.1447,10308.1,15.7671
20260413221000,82241.5,64074.1,68200.0,18167.4,28.3537,10360.0,15.8769
20260413221500,82200.9,63817.5,68200.0,18383.4,28.8062,10184.9,15.6704
20260413222000,82188.3,63959.6,68200.0,18228.7,28.5004,10175.6,15.6233
20260413222500,82172.5,63816.5,68200.0,18356.0,28.7638,10278.9,15.8154
20260413223000,82170.9,63472.1,68200.0,18698.8,29.4599,10536.9,16.2992
20260413223500,82159.8,63316.5,68200.0,18843.3,29.7604,10351.4,16.0492
20260413224000,82165.9,63085.0,68200.0,19080.9,30.2464,9780.0,15.2192
20260413224500,82152.8,63291.5,68200.0,18861.3,29.8008,9420.37,14.6119
20260413225000,82168.4,62885.8,68200.0,19282.6,30.6629,9756.79,15.2293
20260413225500,82163.6,62713.0,68200.0,19450.6,31.0153,9815.15,15.3637
20260413230000,82151.8,62678.6,68200.0,19473.3,31.0685,9816.09,15.3731
20260413230500,82266.4,62626.6,68200.0,19639.8,31.3601,9979.62,15.6418
20260413231000,82264.1,62523.7,68200.0,19740.4,31.5726,9586.0,15.0486
20260413231500,82252.7,62416.9,68200.0,19835.8,31.7795,9783.24,15.3849
20260413232000,82239.4,61931.3,68200.0,20308.1,32.7914,10205.2,16.1718
20260413232500,82222.8,61599.2,68200.0,20623.6,33.4802,10429.2,16.6107
20260413233000,82205.3,61196.4,68200.0,21008.9,34.3303,10790.0,17.2997
20260413233500,82204.9,60860.0,68200.0,21344.9,35.072,10645.5,17.154
20260413234000,82204.6,60719.8,68200.0,21484.8,35.3835,10574.9,17.0853
20260413234500,82179.3,60410.1,68200.0,21769.2,36.0357,10713.2,17.3991
20260413235000,82173.5,60143.4,68200.0,22030.1,36.6293,10835.7,17.6745
20260413235500,82164.0,59419.7,68200.0,22744.4,38.2775,11414.7,18.8383
20260414000000,82161.6,58908.7,67800.0,23252.9,39.4727,11876.1,19.7715
20260414000500,82140.6,59079.3,67800.0,23061.4,39.0347,11464.0,19.0291
20260414001000,81957.4,58393.8,67800.0,23563.5,40.3528,11717.1,19.6714
20260414001500,80905.7,58180.8,67800.0,22724.9,39.0591,10944.7,18.4374
20260414002000,80894.9,58280.0,67800.0,22614.9,38.804,10726.0,18.0388
20260414002500,80889.2,57940.7,67800.0,22948.5,39.6069,10993.2,18.5956
20260414003000,80884.8,57499.9,67800.0,23385.0,40.6696,11187.1,19.0665
20260414003500,80866.3,57078.0,67800.0,23788.3,41.6768,11438.0,19.6366
20260414004000,80864.0,56961.1,67800.0,23902.9,41.9636,11427.3,19.6581
20260414004500,80869.5,56770.5,67800.0,24099.0,42.4498,11478.9,19.8102
20260414005000,80870.8,56436.9,67800.0,24433.9,43.2941,11697.3,20.3041
20260414005500,80866.3,56503.6,67800.0,24362.7,43.117,11650.1,20.1976
20260414010000,80865.8,56084.2,67800.0,24781.6,44.1864,12108.8,21.1452
20260414010500,81007.8,56082.9,67800.0,24924.9,44.443,11639.3,20.3234
20260414011000,80999.9,56186.0,67800.0,24813.8,44.1637,10901.2,19.005
20260414011500,81087.8,56107.2,67800.0,24980.6,44.5231,10941.0,19.1019
20260414012000,81093.3,55935.5,67800.0,25157.8,44.9765,11245.7,19.6868
20260414012500,81098.2,55683.4,67800.0,25414.8,45.6415,11085.8,19.4956
20260414013000,81101.2,55777.1,67800.0,25324.2,45.4025,10352.9,18.1769
20260414013500,81110.0,55585.2,67800.0,25524.8,45.92,10288.8,18.1242
20260414014000,81124.8,55475.9,67800.0,25648.9,46.2344,10218.3,17.968
20260414014500,81128.0,55290.6,67800.0,25837.4,46.7302,10386.3,18.3171
20260414015000,81131.1,55140.7,67800.0,25990.4,47.1346,10423.7,18.3408
20260414015500,81128.4,55057.8,67800.0,26070.6,47.3514,10600.6,18.6666
20260414020000,81533.9,54853.2,67800.0,26680.7,48.6403,10766.8,19.0187
20260414020500,81623.0,55010.2,67800.0,26612.7,48.3778,10646.0,18.7531
20260414021000,81621.6,54776.3,67800.0,26845.3,49.0089,10872.8,19.232
20260414021500,81597.3,54636.4,67800.0,26961.0,49.3462,10972.0,19.4552
20260414022000,81592.1,54501.5,67800.0,27090.6,49.7061,11062.8,19.6633
20260414022500,81603.7,54691.6,67800.0,26912.1,49.2071,10892.4,19.2928
20260414023000,81596.4,54359.8,67800.0,27236.7,50.1045,11206.0,19.9666
20260414023500,81591.8,54367.6,67800.0,27224.2,50.0742,11153.4,19.8724
20260414024000,81587.6,54242.7,67800.0,27344.9,50.4121,11250.3,20.0914
20260414024500,81585.7,54182.1,67800.0,27403.5,50.5767,11231.0,20.0783
20260414025500,81577.9,54247.1,67800.0,27330.9,50.3822,11023.4,19.6865
20260414030000,81579.8,54054.8,67800.0,27525.0,50.9207,11081.6,19.8512
20260414030500,80712.5,54342.1,67800.0,26370.4,48.5266,10891.7,19.4132
20260414031000,80726.1,54040.7,67800.0,26685.4,49.3802,11211.4,20.0886
20260414031500,80720.1,53992.3,67800.0,26727.8,49.5031,11273.8,20.217
20260414032000,80724.2,53934.1,67800.0,26790.1,49.672,11296.7,20.2776
20260414032500,80699.4,54059.5,67800.0,26639.9,49.2789,11094.0,19.8746
20260414033000,80707.4,53866.4,67800.0,26841.0,49.8288,11364.5,20.4295
20260414033500,80716.5,53854.6,67800.0,26861.9,49.8785,11371.8,20.4439
20260414034000,80721.8,53732.5,67800.0,26989.3,50.229,11542.5,20.7953
20260414034500,80728.3,53902.7,67800.0,26825.6,49.7668,11312.0,20.3144
20260414035000,80720.2,53860.8,67800.0,26859.4,49.8681,11401.6,20.4906
20260414035500,80668.1,54071.5,67800.0,26596.7,49.1879,11194.6,20.0376
20260414040000,80672.3,53894.1,67800.0,26778.2,49.6867,11461.6,20.5795
20260414040500,80783.5,54122.4,67800.0,26661.1,49.2607,11219.8,20.0586
20260414041000,80791.5,54269.5,67800.0,26522.0,48.8708,11130.6,19.8535
20260414041500,80789.6,54205.1,67800.0,26584.5,49.0444,11176.4,19.9595
20260414042000,80788.4,54073.2,67800.0,26715.2,49.4057,11351.0,20.3193
20260414042500,80803.0,54076.4,67800.0,26726.6,49.4238,11419.9,20.4379
20260414043000,80803.4,54282.9,67800.0,26520.5,48.856,11331.3,20.2047
20260414043500,80793.7,54378.7,67800.0,26414.9,48.5759,11262.7,20.0489
20260414044000,80796.0,54082.0,67800.0,26714.0,49.3953,11514.9,20.6073
20260414044500,80795.3,54261.8,67800.0,26533.5,48.899,11387.8,20.3143
20260414045000,80798.4,54476.6,67800.0,26321.9,48.3178,11252.1,19.997
20260414045500,80796.7,54456.7,67800.0,26340.0,48.3688,11446.3,20.35
20260414050000,80797.0,54777.7,67800.0,26019.3,47.4998,11417.9,20.1839
20260414050500,80863.0,55046.7,67800.0,25816.2,46.8988,11263.3,19.8147
20260414051000,80865.8,54939.0,67800.0,25926.8,47.192,11468.4,20.2132
20260414051500,80861.2,55038.1,67800.0,25823.1,46.9187,11608.0,20.4241
20260414052000,80862.0,55064.0,67800.0,25798.1,46.8511,11776.7,20.7864
20260414052500,80865.3,55487.8,67800.0,25377.5,45.7353,11481.5,20.1143
20260414053000,80864.9,55609.5,67800.0,25255.4,45.4156,11807.1,20.6392
20260414053500,80868.1,56081.4,67800.0,24786.7,44.1978,11486.9,19.9151
20260414054000,80854.2,55939.5,67800.0,24914.8,44.5388,11563.8,20.0988
20260414054500,80846.7,55983.4,67800.0,24863.3,44.4118,11391.3,19.9008
20260414055000,80848.8,55863.8,67800.0,24985.0,44.7248,11792.9,20.6449
20260414055500,80848.8,56154.6,67800.0,24694.2,43.9753,11968.9,20.8495
20260414060000,80859.7,56411.4,67800.0,24448.3,43.3394,11459.9,19.8976
20260414060500,80859.8,57239.7,67800.0,23620.1,41.2653,10849.1,18.5698
20260414061000,80871.3,57557.4,67800.0,23313.9,40.5055,10543.0,17.9476
20260414061500,80882.1,57803.4,67800.0,23078.7,39.9263,10228.8,17.3415
20260414062000,80897.1,58328.1,67800.0,22569.1,38.6933,10006.2,16.8141
20260414062500,80914.5,58244.2,67800.0,22670.3,38.9228,10564.3,17.7764
20260414063000,80933.9,58502.0,67800.0,22431.8,38.3437,10501.2,17.594
20260414063500,80971.7,58668.6,67800.0,22303.1,38.0153,10754.4,17.9701
20260414064000,80962.5,58658.5,67800.0,22304.1,38.0236,10680.9,17.8546
20260414064500,81062.4,58743.5,67800.0,22318.9,37.9938,10873.8,18.1494
20260414065000,81083.6,58500.1,67800.0,22583.5,38.6042,11347.4,19.0173
20260414065500,81174.7,59088.9,67800.0,22085.8,37.3772,10993.6,18.2427
20260414070000,81215.2,59521.8,67800.0,21693.4,36.4462,10803.9,17.7995
20260414070500,80894.5,60291.4,67800.0,20603.1,34.1725,9875.24,16.0655
20260414071000,80916.6,60337.8,67800.0,20578.8,34.106,9690.57,15.7485
20260414071500,81036.7,60588.6,67800.0,20448.1,33.7492,9576.93,15.4974
20260414072000,81037.5,60900.6,67800.0,20136.9,33.0652,9430.47,15.192
20260414072500,81176.6,61306.1,67800.0,19870.5,32.412,9328.82,14.9299
20260414073000,81654.9,61286.2,67800.0,20368.7,33.2353,9440.56,15.1137
20260414073500,81807.2,61405.7,67800.0,20401.5,33.2241,9510.87,15.1965
20260414074000,81839.5,61630.2,67800.0,20209.3,32.7911,9357.54,14.8916
20260414074500,81985.9,61782.9,67800.0,20203.0,32.6999,9371.32,14.8851
20260414075000,82000.6,61766.7,67800.0,20233.9,32.7586,9409.58,14.9526
20260414075500,82126.6,61868.8,67800.0,20257.8,32.7431,9508.14,15.0712
20260414080000,82230.6,61675.5,67800.0,20555.1,33.3279,9944.67,15.8056
20260414080500,82010.2,62245.8,67800.0,19764.4,31.7521,9335.04,14.692
20260414081000,82122.6,62672.5,67800.0,19450.2,31.0347,8858.45,13.8391
20260414081500,82145.9,62990.0,67800.0,19155.9,30.411,8757.36,13.6478
20260414082000,82307.4,63025.4,67800.0,19281.9,30.5939,8957.25,13.9241
20260414082500,82594.4,63155.0,67800.0,19439.4,30.7805,9127.73,14.1517
20260414083000,82549.6,62936.2,67800.0,19613.4,31.1639,9341.18,14.5427
